Оюутны_хувийн_дугаар,Санал_1_өгсөн_хөтөлбөрийн_дугаар,Санал_2_өгсөн_хөтөлбөрийн_нэр,Санал_3_өгсөн_хөтөлбөрийн_нэр,Санал_4_өгсөн_хөтөлбөрийн_нэр,Баталгаажуулсан_Хөтөлбөрийн_дугаар,Баталгаажуулсан_Хөтөлбөрийн_нэр
13a203d31a5d4af627015250730271ea,Нягтлан бодох бүртгэл,Санхүү,Даатгал,Банк,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
d4ac5e3a10f720f9dba98d845b0f6e4f,Санхүү,Худалдаа,Нягтлан бодох бүртгэл,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
fa8e8d16b6a72065d1db474ef5b4c6a6,Маркетинг,Нягтлан бодох бүртгэл,Банк,Санхүү,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
5c1b46da31b7c8dc87eba0ccb34d6c16,Банк,Санхүү,Нягтлан бодох бүртгэл,Маркетинг,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
882048732736df59ad6533d4eb0e2fd6,Маркетинг,Санхүү,Нягтлан бодох бүртгэл,Банк,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
c32d6ebbe936907b5a5ea846c7ebb058,Санхүү,Даатгал,Маркетинг,Банк,a4fe004a3a0bad5652f080838d7fc0e5,Банк
24689836d91ea1dc3bd0677f9c933182,Маркетинг,Нягтлан бодох бүртгэл,Санхүү,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
5aa8371322a51ead40045d84c52c1614,Нягтлан бодох бүртгэл,Маркетинг,Банк,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
17780ca2f95a25e30115cb3ce2827316,Нягтлан бодох бүртгэл,Санхүү,Банк,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
4fb3fa8190c6dfee5d67631087bcf087,Санхүү,Нягтлан бодох бүртгэл,Банк,Даатгал,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
1f53968f5f84c2ab1afd1e280d448187,Нягтлан бодох бүртгэл,Банк,Санхүү,Маркетинг,a4fe004a3a0bad5652f080838d7fc0e5,Банк
d3040f1242096a86efed7caca8a2882b,Санхүү,Менежмент,Маркетинг,Худалдаа,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
d6d5aa390f2bc66f844e52d2b8f4dcbc,Санхүү,Менежмент,Банк,Даатгал,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
614f4edbafcc303d5286f967d6c83de2,Маркетинг,Санхүү,Аялал жуулчлалын менежмент,Худалдаа,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
bbdec1873d5782ac2c46e2d49c0bf36f,Маркетинг,Менежмент,Нягтлан бодох бүртгэл,Санхүү,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
967c472ef868093ba6e9370adcfa331b,Нягтлан бодох бүртгэл,Банк,Санхүү,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
78782a4467cba5032f77a605755cad76,Менежмент,Санхүү,Банк,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
72a0b591ce593f69b2b07e42dfd4218d,Маркетинг,Санхүү,Банк,Даатгал,a4fe004a3a0bad5652f080838d7fc0e5,Банк
9581bdde8a4f485c8a7877d5074556d4,Маркетинг,Худалдаа,Менежмент,Банк,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
3f6cf0695112e1a39d76297c9557b25a,Санхүү,Нягтлан бодох бүртгэл,Банк,Худалдаа,a4fe004a3a0bad5652f080838d7fc0e5,Банк
0ffc2bd1740ee7893f0bce20d8b4dfbb,Худалдаа,Санхүү,Банк,Маркетинг,efb827b524ab9f25d3185560cdb91af1,Худалдаа
18968230d758469659fbe8bd0cf1f52e,Санхүү,Маркетинг,Банк,Аялал жуулчлалын менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
ce75a71fa703fad44d2270f038136a61,Аялал жуулчлалын менежмент,Нягтлан бодох бүртгэл,Маркетинг,Менежмент,630ef14c978d9473b29b5fb69c89fedd,Аялал жуулчлалын менежмент
279cc429008b5deae45f20a86224435d,Санхүү,Менежмент,Маркетинг,Худалдаа,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
6fd978cade80c9c44cb7d5d6f7f43232,Санхүү,Банк,Худалдаа,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
1163cdae1e3475d6cda7ac55dbf65628,Нягтлан бодох бүртгэл,Менежмент,Санхүү,Маркетинг,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
bf4f934280257bc670cde3b85c8c1173,Санхүү,Маркетинг,Банк,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
62e4537c6ae5d11e5474151a6db87e46,Маркетинг,Банк,Нягтлан бодох бүртгэл,Аялал жуулчлалын менежмент,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
c6322122f4c7f444fa8feac3f79c2f45,Банк,Санхүү,Даатгал,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
6816d859731a1f3dc73abde8e7f626d4,Менежмент,Санхүү,Банк,Маркетинг,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
ed191a62fb1239a0d7233f5c72201390,Санхүү,Банк,Даатгал,Нягтлан бодох бүртгэл,a4fe004a3a0bad5652f080838d7fc0e5,Банк
8ed22772d31c1b9de766140b756886bd,Санхүү,Банк,Маркетинг,Нягтлан бодох бүртгэл,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
d1e7fe1fa6833005ef19fdaf74b11a27,Санхүү,Банк,Менежмент,Нягтлан бодох бүртгэл,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
8d7c2a4ece256468be30b90eb4b3b4ee,Маркетинг,Менежмент,Санхүү,Нягтлан бодох бүртгэл,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
f843b94980f3e4b9807f1931c93f03b7,Нягтлан бодох бүртгэл,Санхүү,Даатгал,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
0f4ff821ffef3d320fee34ae2a12facc,Банк,Санхүү,Нягтлан бодох бүртгэл,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
7f83bed037892e72997e72658aed4b65,Худалдаа,Нягтлан бодох бүртгэл,Маркетинг,Санхүү,efb827b524ab9f25d3185560cdb91af1,Худалдаа
b2d132b50608f3bcfb8dca78040a1578,Маркетинг,Менежмент,Санхүү,Нягтлан бодох бүртгэл,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
0c428cd49c52fb8fb5f683290474b65a,Санхүү,Нягтлан бодох бүртгэл,Маркетинг,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
668a98e258e0c061c0f09418ec8707b9,Даатгал,Банк,Нягтлан бодох бүртгэл,Худалдаа,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
0df4be4c3db0ebc8184dbf99ab1b399f,Даатгал,Банк,Маркетинг,Санхүү,a4fe004a3a0bad5652f080838d7fc0e5,Банк
ab621ff5844df39acb2a0dfdd8ab2786,Санхүү,Менежмент,Маркетинг,Банк,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
0ce25fe41830fd6fc9d5033fdc74c9c9,Нягтлан бодох бүртгэл,Банк,Санхүү,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
4218f8d1f6d1de6655b66b502b9375cc,Банк,Нягтлан бодох бүртгэл,Маркетинг,Санхүү,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
8f6ea81f63732d1c6e057bc73eda99b4,Нягтлан бодох бүртгэл,Худалдаа,Банк,Санхүү,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
34c329d03955e155af79e193cd377070,Санхүү,Даатгал,Нягтлан бодох бүртгэл,Банк,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
644d5cdcee6502160a70588259a0b0e4,Санхүү,Нягтлан бодох бүртгэл,Банк,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
2396ba9d0102b48d58a05ce26981a83f,Санхүү,Нягтлан бодох бүртгэл,Банк,Даатгал,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
f327a4bdd7be1688f9604298d8cd5aa8,Санхүү,Банк,Худалдаа,Маркетинг,a4fe004a3a0bad5652f080838d7fc0e5,Банк
6087f7930c5fe8f94f055c2c23642bbe,Нягтлан бодох бүртгэл,Санхүү,Банк,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
5a2f8343b90b4125dff81116316fc0e0,Нягтлан бодох бүртгэл,Банк,Санхүү,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
741f67f4e4fe7f2fe1579093abb9f34e,Нягтлан бодох бүртгэл,Аялал жуулчлалын менежмент,Худалдаа,Маркетинг,efb827b524ab9f25d3185560cdb91af1,Худалдаа
bd00ccafeb4e207f071b929c397d23e0,Нягтлан бодох бүртгэл,Санхүү,Менежмент,Даатгал,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
15711489433708f8327b4c844607cfdc,Нягтлан бодох бүртгэл,Худалдаа,Менежмент,Банк,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
a05754e87e4974bc10fd855f1f47c1ce,Нягтлан бодох бүртгэл,Санхүү,Банк,Маркетинг,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
0f511148bb0bb720631ed6079a5b7bd5,Нягтлан бодох бүртгэл,Санхүү,Банк,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
f6dc66d086e1021f80fa28a180ba2e29,Санхүү,Худалдаа,Аялал жуулчлалын менежмент,Менежмент,efb827b524ab9f25d3185560cdb91af1,Худалдаа
afd6799f352e17791fb4926c474da6e7,Банк,Санхүү,Нягтлан бодох бүртгэл,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
ea65e2bfe209d5243f723500d55c57d8,Менежмент,Аялал жуулчлалын менежмент,Маркетинг,Худалдаа,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
c91ae0643e92c6183247fff47f436677,Нягтлан бодох бүртгэл,Санхүү,Банк,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
8580848ea630ed69aa02d1ee8c0fac59,Санхүү,Аялал жуулчлалын менежмент,Нягтлан бодох бүртгэл,Худалдаа,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
8bc8b634a3171377a84bce7c730a6cb9,Маркетинг,Менежмент,Санхүү,Нягтлан бодох бүртгэл,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
420731e5cfe672976200902544178b22,Санхүү,Нягтлан бодох бүртгэл,Банк,Даатгал,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
1f1b86340a27c947994904575ea718b5,Нягтлан бодох бүртгэл,Банк,Санхүү,Худалдаа,efb827b524ab9f25d3185560cdb91af1,Худалдаа
3bb87d7786f4b4f9bbc66271530f05e8,Маркетинг,Санхүү,Худалдаа,Банк,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
13de7ed925d935cdb4309427c4fe052e,Нягтлан бодох бүртгэл,Даатгал,Банк,Санхүү,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
670039555dec779ca016b8421a5d5637,Санхүү,Нягтлан бодох бүртгэл,Банк,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
f623052afb6dab491096cf0703f306b2,Санхүү,Менежмент,Нягтлан бодох бүртгэл,Аялал жуулчлалын менежмент,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
6bee8202b3ef11c8955ba5d96345cfb2,Санхүү,Нягтлан бодох бүртгэл,Менежмент,Банк,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
6d0e47a5dce8aa64a2513f8f30309724,Санхүү,Нягтлан бодох бүртгэл,Маркетинг,Менежмент,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
a6901d8612b6bfb363f0122d0a3f16f5,Санхүү,Нягтлан бодох бүртгэл,Банк,Худалдаа,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
4c4e44c80c679fc61dcf7b3ccbfc6772,Аялал жуулчлалын менежмент,Менежмент,Худалдаа,Нягтлан бодох бүртгэл,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
c1c311930e8f92e6a53f5acf8a984ff3,Санхүү,Нягтлан бодох бүртгэл,Маркетинг,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
1c811c58fed3d2261d504993f7721a1f,Маркетинг,Банк,Санхүү,Менежмент,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
360ca83f302a0f7bb00da98071055cbc,Санхүү,Нягтлан бодох бүртгэл,Банк,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
e859c15c71eeab6e8704d10a9b0fc9bd,Маркетинг,Менежмент,Нягтлан бодох бүртгэл,Санхүү,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
9198893387c29058b17a09394d3ed1ab,Санхүү,Нягтлан бодох бүртгэл,Банк,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
772d6f28e207ae39a99aee32ea58740c,Маркетинг,Менежмент,Санхүү,Нягтлан бодох бүртгэл,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
448ab89cffe326516e820c8ddd3cb547,Банк,Нягтлан бодох бүртгэл,Худалдаа,Маркетинг,efb827b524ab9f25d3185560cdb91af1,Худалдаа
848497a0ada8b3a42b627fdfeaed74ff,Менежмент,Банк,Маркетинг,Худалдаа,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
c0a0c7d8046746b04db58ae8aa6dac21,Санхүү,Нягтлан бодох бүртгэл,Банк,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
74a28ee5a2bf41f15940c7b6cec7a693,Банк,Санхүү,Нягтлан бодох бүртгэл,Даатгал,a4fe004a3a0bad5652f080838d7fc0e5,Банк
3d00eec33a09f1b4d1a1735f8a498afd,Санхүү,Маркетинг,Даатгал,Нягтлан бодох бүртгэл,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
e48d6ba976f074aa70be0bcef7b7bc9d,Маркетинг,Санхүү,Банк,Нягтлан бодох бүртгэл,a4fe004a3a0bad5652f080838d7fc0e5,Банк
5c5a2a0b4a7b829bdd47d21b65792de8,Санхүү,Банк,Нягтлан бодох бүртгэл,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
061a5fbd401fa2696203c3ce07dc8804,Банк,Даатгал,Маркетинг,Менежмент,a4fe004a3a0bad5652f080838d7fc0e5,Банк
de471aa5ce41facc5fa01cc83dfd8cfe,Банк,Санхүү,Маркетинг,Даатгал,a4fe004a3a0bad5652f080838d7fc0e5,Банк
2eab49394dce0b056ba46df53c800f38,Банк,Даатгал,Худалдаа,Менежмент,a4fe004a3a0bad5652f080838d7fc0e5,Банк
c1f98728265a407246272e06eda38a99,Менежмент,Худалдаа,Аялал жуулчлалын менежмент,Банк,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
e1c1fcf6d97eb35f77f34b5c539b131e,Санхүү,Банк,Маркетинг,Нягтлан бодох бүртгэл,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
b6499d6f69582b54203049cb2604538f,Нягтлан бодох бүртгэл,Санхүү,Банк,Худалдаа,582c9526b4ba261341a599d529401e48,Нягтлан бодох бүртгэл
ac066068b0f6fdf723cf9b33f46e5d60,Менежмент,Санхүү,Маркетинг,Аялал жуулчлалын менежмент,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
c276bd1db7c9220cdcfd3811cd603295,Санхүү,Маркетинг,Менежмент,Нягтлан бодох бүртгэл,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
9fda6be55ac7dbe6f9cd92df57c5491d,Санхүү,Банк,Нягтлан бодох бүртгэл,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
f51803c7bb777566d2d1122024b0368f,Маркетинг,Нягтлан бодох бүртгэл,Худалдаа,Менежмент,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
2c2c00a11ac496bee0b8d1096ccf9183,Санхүү,Банк,Нягтлан бодох бүртгэл,Маркетинг,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
9ed954eaacdaf3a4c2f8c7fef256c0b4,Менежмент,Аялал жуулчлалын менежмент,Даатгал,Худалдаа,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
2a5a2349cb15ed977fa292018db2393a,Санхүү,Банк,Нягтлан бодох бүртгэл,Менежмент,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
2224945eacc398c5abc24b3e7aa8b919,Маркетинг,Санхүү,Аялал жуулчлалын менежмент,Менежмент,a02b0cee98b118d3f5b5533401ca2f04,Маркетинг
a0c9c5ce75e0feae0b0e4849c32f55bd,Менежмент,Аялал жуулчлалын менежмент,Маркетинг,Санхүү,23e8b413e0c1f907347124cbee8dbc1c,Менежмент
f2efb29c10a2678f62790871c43cd98e,Санхүү,Маркетинг,Менежмент,Нягтлан бодох бүртгэл,c2f712f087c7d28e042e341eec9fc3f3,Санхүү
